Team_Name,Opp_Name,Date,Game_Round,Team_Outcome,Team_Goals,Team_Points,Team_Score,Opp_Goals,Opp_Points,Opp_Score,Venue,Division
DOWN,ARMAGH,24/03/2012,"NFL, DIV 1 LEAGUE",LOSS,0,16,16,1,14,17,MORGAN ATHLETIC GROUNDS,1
MEATH,TYRONE,24/03/2012,"NFL, DIV 2 LEAGUE",LOSS,0,5,5,1,12,15,HEALY PARK,2
DERRY,LOUTH,25/03/2012,"NFL, DIV 2 LEAGUE",TIE,0,19,19,1,16,19,CELTIC PARK,2
MONAGHAN,GALWAY,25/03/2012,"NFL, DIV 2 LEAGUE",LOSS,0,12,12,1,14,17,PEARSE PARK,2
WESTMEATH,KILDARE,25/03/2012,"NFL, DIV 2 LEAGUE",LOSS,1,12,15,3,23,32,NEWBRIDGE,2
TIPPERARY,LONGFORD,24/03/2012,"NFL, DIV 3 LEAGUE",TIE,0,12,12,0,12,12,SEMPLE STADIUM,3
ANTRIM,WEXFORD,25/03/2012,"NFL, DIV 3 LEAGUE",LOSS,2,9,15,0,18,18,CASEMENT PARK,3
OFFALY,SLIGO,25/03/2012,"NFL, DIV 3 LEAGUE",LOSS,1,12,15,1,14,17,O'CONNOR PARK,3
ROSCOMMON,CAVAN,25/03/2012,"NFL, DIV 3 LEAGUE",WIN,1,17,20,1,12,15,DR HYDE PARK,3
WATERFORD,LIMERICK,24/03/2012,"NFL, DIV 4 LEAGUE",WIN,1,18,21,1,14,17,THE GAELIC GROUNDS,4
KILKENNY,LEITRIM,25/03/2012,"NFL, DIV 4 LEAGUE",LOSS,0,3,3,4,26,38,PAIRC SEAN MAC DIRMADA,4
LONDON,CLARE,25/03/2012,"NFL, DIV 4 LEAGUE",LOSS,0,12,12,0,17,17,RUISLIP,4
WICKLOW,CARLOW,25/03/2012,"NFL, DIV 4 LEAGUE",WIN,1,9,12,0,10,10,DR CULLEN PARK,4
CARLOW,WATERFORD,31/03/2012,"NFL, DIV 4 LEAGUE",WIN,1,15,18,0,12,12,FRAHER FIELD,4
LONDON,KILKENNY,01/04/2012,"NFL, DIV 4 LEAGUE",WIN,4,30,42,0,4,4,NOLAN PARK,4
WICKLOW,LEITRIM,01/04/2012,"NFL, DIV 4 LEAGUE",WIN,2,13,19,1,10,13,AUGHRIM,4
FERMANAGH,LIMERICK,01/04/2012,"NFL, DIV 4 LEAGUE",TIE,1,10,13,0,13,13,BREWSTER PARK,4
MAYO,DUBLIN,31/03/2012,"NFL, DIV 1 LEAGUE",WIN,0,20,20,0,8,8,MCHALE PARK,1
KILDARE,GALWAY,08/04/2012,"NFL, DIV 2 LEAGUE",TIE,2,12,18,0,18,18,PEARSE STADIUM,2
MONAGHAN,TYRONE,08/04/2012,"NFL, DIV 2 LEAGUE",LOSS,1,6,9,1,16,19,HEALY PARK,2
MEATH,LOUTH,08/04/2012,"NFL, DIV 2 LEAGUE",LOSS,1,8,11,2,13,19,PAIRC TAILTEAN,2
WESTMEATH,DERRY,08/04/2012,"NFL, DIV 2 LEAGUE",WIN,1,15,18,0,10,10,"CUSACK PARK, MULLINGAR",2
LAOIS,DOWN,08/04/2012,"NFL, DIV 1 LEAGUE",LOSS,0,10,10,2,11,17,PORTLAOISE,1
MAYO,KERRY,08/04/2012,"NFL, DIV 1 LEAGUE",TIE,1,12,15,1,12,15,AUSTIN STACK PARK,1
CORK,DUBLIN,08/04/2012,"NFL, DIV 1 LEAGUE",WIN,1,12,15,0,12,12,PAIRC UI CHAOIMH,1
DONEGAL,ARMAGH,08/04/2012,"NFL, DIV 1 LEAGUE",WIN,0,13,13,0,10,10,BALLYBOFEY,1
ANTRIM,CAVAN,08/04/2012,"NFL, DIV 3 LEAGUE",WIN,4,6,18,0,12,12,KINGSPAN BREFFNI PARK,3
LONGFORD,WEXFORD,08/04/2012,"NFL, DIV 3 LEAGUE",WIN,2,12,18,1,13,16,PEARSE PARK,3
OFFALY,TIPPERARY,08/04/2012,"NFL, DIV 3 LEAGUE",LOSS,0,8,8,0,11,11,CLONMEL,3
SLIGO,ROSCOMMON,08/04/2012,"NFL, DIV 3 LEAGUE",WIN,1,12,15,0,12,12,MARKIEVICZ PARK,3
CARLOW,FERMANAGH,08/04/2012,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,1,16,19,DR CULLEN PARK,4
LONDON,WICKLOW,08/04/2012,"NFL, DIV 4 LEAGUE",LOSS,0,12,12,1,16,19,RUISLIP,4
WATERFORD,LEITRIM,08/04/2012,"NFL, DIV 4 LEAGUE",LOSS,1,8,11,0,14,14,SEAN MAC DIARMADA PARK,4
KILKENNY,CLARE,08/04/2012,"NFL, DIV 4 LEAGUE",LOSS,1,4,7,2,29,35,"CUSACK PARK, ENNIS",4
MAYO,KERRY,15/04/2012,"NFL, DIV 1 LEAGUE SEMI-FINAL",WIN,2,15,21,1,17,20,CROKE PARK,1
DOWN,CORK,15/04/2012,"NFL, DIV 1 LEAGUE SEMI-FINAL",LOSS,1,12,15,2,17,23,CROKE PARK,1
LONDON,WATERFORD,15/04/2012,"NFL, DIV 4 LEAGUE",TIE,0,9,9,0,9,9,FRAHER FIELD,4
FERMANAGH,LEITRIM,15/04/2012,"NFL, DIV 4 LEAGUE",WIN,2,15,21,0,7,7,BREWSTER PARK,4
CARLOW,LIMERICK,15/04/2012,"NFL, DIV 4 LEAGUE",LOSS,1,9,12,0,19,19,THE GAELIC GROUNDS,4
WICKLOW,CLARE,15/04/2012,"NFL, DIV 4 LEAGUE",WIN,1,15,18,1,12,15,AUGHRIM,4
MAYO,CORK,29/04/2012,"NFL, DIV 1 LEAGUE FINAL",LOSS,0,11,11,2,10,16,CROKE PARK,1
KILDARE,TYRONE,29/04/2012,"NFL, DIV 2 LEAGUE FINAL",WIN,0,16,16,0,11,11,CROKE PARK,2
LONGFORD,WEXFORD,28/04/2012,"NFL, DIV 3 LEAGUE FINAL",WIN,1,12,15,0,13,13,CROKE PARK,3
WICKLOW,FERMANAGH,28/04/2012,"NFL, DIV 4 LEAGUE FINAL",WIN,2,16,22,1,11,14,CROKE PARK,4
KILDARE,CORK,09/02/2013,"NFL, DIV 1 LEAGUE",WIN,2,10,16,1,9,12,PAIRC UI RINN,1
KILDARE,DONEGAL,02/02/2013,"NFL, DIV 1 LEAGUE",WIN,2,14,20,1,13,16,CROKE PARK,1
KILDARE,DUBLIN,10/03/2013,"NFL, DIV 1 LEAGUE",LOSS,2,7,13,2,20,26,CROKE PARK,1
KILDARE,MAYO,16/03/2013,"NFL, DIV 1 LEAGUE",WIN,1,11,14,0,13,13,CASTLEBAR,1
KILDARE,TYRONE,24/03/2013,"NFL, DIV 1 LEAGUE",LOSS,0,10,10,1,13,16,NEWBRIDGE,1
MAYO,TYRONE,10/02/2013,"NFL, DIV 1 LEAGUE",LOSS,1,11,14,1,12,15,CASTLEBAR,1
DOWN,TYRONE,02/02/2013,"NFL, DIV 1 LEAGUE",LOSS,1,8,11,1,11,14,PAIRC ESLER,1
CORK,DUBLIN,02/02/2013,"NFL, DIV 1 LEAGUE",LOSS,2,9,15,1,18,21,CROKE PARK,1
KERRY,DUBLIN,10/02/2013,"NFL, DIV 1 LEAGUE",LOSS,0,4,4,1,11,14,FITZGERALD STADIUM,1
TYRONE,DUBLIN,16/03/2013,"NFL, DIV 1 LEAGUE",WIN,0,18,18,1,14,17,CROKE PARK,1
KILDARE,KERRY,03/03/2013,"NFL, DIV 1 LEAGUE",WIN,2,8,14,0,12,12,NEWBRIDGE,1
DONEGAL,CORK,16/03/2013,"NFL, DIV 1 LEAGUE",LOSS,0,10,10,0,12,12,PAIRC UI RINN,1
KILDARE,DOWN,07/04/2013,"NFL, DIV 1 LEAGUE",LOSS,1,12,15,3,13,22,PAIRC ESLER,1
TYRONE,KERRY,07/04/2013,"NFL, DIV 1 LEAGUE",LOSS,2,12,18,1,16,19,OMAGH,1
MAYO,DUBLIN,02/03/2013,"NFL, DIV 1 LEAGUE",LOSS,0,16,16,2,14,20,CROKE PARK,1
KILDARE,TYRONE,14/04/2013,"NFL, DIV 1 LEAGUE SEMI-FINAL",LOSS,2,11,17,2,15,21,CROKE PARK,1
MAYO,DUBLIN,14/04/2013,"NFL, DIV 1 LEAGUE SEMI-FINAL",LOSS,0,16,16,2,16,22,CROKE PARK,1
DONEGAL,TYRONE,03/03/2013,"NFL, DIV 1 LEAGUE",LOSS,0,12,12,1,13,16,OMAGH,1
DOWN,DUBLIN,23/03/2013,"NFL, DIV 1 LEAGUE",LOSS,0,9,9,1,15,18,CROKE PARK,1
TYRONE,DUBLIN,28/04/2013,"NFL, DIV 1 LEAGUE FINAL",LOSS,0,17,17,0,18,18,CROKE PARK,1
MAYO,KERRY,03/02/2013,"NFL, DIV 1 LEAGUE",WIN,0,15,15,1,6,9,ELVERYS MACHALE PARK,1
DOWN,DONEGAL,09/02/2013,"NFL, DIV 1 LEAGUE",LOSS,0,7,7,0,12,12,BALLYBOFEY,1
DOWN,CORK,03/03/2013,"NFL, DIV 1 LEAGUE",LOSS,1,17,20,3,12,21,PAIRC ESLER,1
DOWN,MAYO,09/03/2013,"NFL, DIV 1 LEAGUE",WIN,0,13,13,0,11,11,PAIRC ESLER,1
DONEGAL,KERRY,10/03/2013,"NFL, DIV 1 LEAGUE",WIN,1,12,15,0,6,6,BALLYBOFEY,1
TYRONE,CORK,10/03/2013,"NFL, DIV 1 LEAGUE",LOSS,0,8,8,0,14,14,OMAGH,1
DOWN,KERRY,16/03/2013,"NFL, DIV 1 LEAGUE",LOSS,1,5,8,0,11,11,AUSTIN STACK PARK,1
KERRY,CORK,24/03/2013,"NFL, DIV 1 LEAGUE",WIN,0,11,11,0,7,7,AUSTIN STACK PARK,1
MAYO,DONEGAL,24/03/2013,"NFL, DIV 1 LEAGUE",WIN,1,10,13,0,9,9,ELVERYS MACHALE PARK,1
MAYO,CORK,07/04/2013,"NFL, DIV 1 LEAGUE",WIN,0,11,11,0,10,10,PAIRC UI CHAOIMH,1
DONEGAL,DUBLIN,07/04/2013,"NFL, DIV 1 LEAGUE",TIE,1,10,13,0,13,13,BALLYBOFEY,1
LAOIS,ARMAGH,02/02/2013,"NFL, DIV 2 LEAGUE",WIN,0,20,20,1,10,13,PORTLAOISE,2
DERRY,GALWAY,03/02/2013,"NFL, DIV 2 LEAGUE",LOSS,0,15,15,1,15,18,PEARSE STADIUM,2
WESTMEATH,LOUTH,03/02/2013,"NFL, DIV 2 LEAGUE",WIN,0,16,16,2,9,15,"CUSACK PARK, MULLINGAR",2
LONGFORD,WEXFORD,20/03/2013,"NFL, DIV 2 LEAGUE",LOSS,1,10,13,2,8,14,WEXFORD PARK,2
WESTMEATH,LONGFORD,10/02/2013,"NFL, DIV 2 LEAGUE",WIN,2,7,13,1,8,11,GLENNON BROTHERS PEARSE PARK,2
LAOIS,DERRY,10/02/2013,"NFL, DIV 2 LEAGUE",LOSS,2,11,17,1,17,20,CELTIC PARK,2
GALWAY,LOUTH,23/02/2013,"NFL, DIV 2 LEAGUE",LOSS,0,11,11,0,17,17,GAELIC GROUNDS DROGHEDA,2
ARMAGH,WEXFORD,23/02/2013,"NFL, DIV 2 LEAGUE",TIE,3,8,17,3,8,17,ATHLETIC GROUNDS,2
ARMAGH,LONGFORD,02/03/2013,"NFL, DIV 2 LEAGUE",WIN,3,8,17,2,9,15,ATHLETIC GROUNDS,2
LAOIS,LOUTH,02/03/2013,"NFL, DIV 2 LEAGUE",TIE,1,17,20,2,14,20,PORTLAOISE,2
DERRY,WEXFORD,03/03/2013,"NFL, DIV 2 LEAGUE",WIN,0,19,19,0,10,10,WEXFORD PARK,2
WESTMEATH,GALWAY,03/03/2013,"NFL, DIV 2 LEAGUE",TIE,1,10,13,0,13,13,TUAM STADIUM,2
DERRY,ARMAGH,09/03/2013,"NFL, DIV 2 LEAGUE",TIE,0,16,16,0,16,16,CELTIC PARK,2
GALWAY,LONGFORD,10/03/2013,"NFL, DIV 2 LEAGUE",WIN,3,11,20,3,7,16,GLENNON BROTHERS PEARSE PARK,2
WEXFORD,LOUTH,10/03/2013,"NFL, DIV 2 LEAGUE",WIN,2,13,19,2,9,15,GAELIC GROUNDS DROGHEDA,2
WESTMEATH,LAOIS,10/03/2013,"NFL, DIV 2 LEAGUE",WIN,1,10,13,1,8,11,CUSACK PARK MULLINGAR,2
DERRY,LONGFORD,16/03/2013,"NFL, DIV 2 LEAGUE",WIN,0,14,14,0,5,5,CELTIC PARK,2
ARMAGH,LOUTH,16/03/2013,"NFL, DIV 2 LEAGUE",LOSS,1,10,13,1,12,15,ATHLETIC GROUNDS,2
LAOIS,GALWAY,16/03/2013,"NFL, DIV 2 LEAGUE",WIN,1,15,18,0,10,10,PORTLAOISE,2
WESTMEATH,WEXFORD,18/03/2013,"NFL, DIV 2 LEAGUE",WIN,4,11,23,0,16,16,WEXFORD PARK,2
GALWAY,WEXFORD,24/03/2013,"NFL, DIV 2 LEAGUE",WIN,1,16,19,0,11,11,PEARSE STADIUM,2
DERRY,LOUTH,24/03/2013,"NFL, DIV 2 LEAGUE",WIN,2,14,20,1,12,15,GAELIC GROUNDS DROGHEDA,2
WESTMEATH,ARMAGH,24/03/2013,"NFL, DIV 2 LEAGUE",WIN,0,17,17,0,16,16,CUSACK PARK MULLINGAR,2
LAOIS,LONGFORD,24/03/2013,"NFL, DIV 2 LEAGUE",WIN,0,9,9,0,6,6,GLENNON BROTHERS PEARSE PARK,2
WESTMEATH,DERRY,07/04/2013,"NFL, DIV 2 LEAGUE",LOSS,1,5,8,2,17,23,CELTIC PARK,2
LONGFORD,LOUTH,07/04/2013,"NFL, DIV 2 LEAGUE",LOSS,1,8,11,1,14,17,GAELIC GROUNDS DROGHEDA,2
LAOIS,WEXFORD,07/04/2013,"NFL, DIV 2 LEAGUE",WIN,0,14,14,1,8,11,WEXFORD PARK,2
GALWAY,ARMAGH,07/04/2013,"NFL, DIV 2 LEAGUE",LOSS,1,12,15,0,21,21,ATHLETIC GROUNDS,2
WESTMEATH,DERRY,28/04/2013,"NFL, DIV 2 LEAGUE FINAL",LOSS,0,15,15,1,18,21,CROKE PARK,2
ANTRIM,CAVAN,03/02/2013,"NFL, DIV 3 LEAGUE",WIN,1,14,17,2,9,15,CASEMENT PARK,3
MEATH,MONAGHAN,03/02/2013,"NFL, DIV 3 LEAGUE",LOSS,2,3,9,1,18,21,CLONES,3
WICKLOW,FERMANAGH,03/02/2013,"NFL, DIV 3 LEAGUE",LOSS,0,9,9,1,16,19,AUGHRIM,3
SLIGO,ROSCOMMON,03/02/2013,"NFL, DIV 3 LEAGUE",LOSS,1,8,11,1,11,14,DR HYDE PARK,3
MONAGHAN,CAVAN,09/02/2013,"NFL, DIV 3 LEAGUE",LOSS,0,5,5,1,10,13,KINGSPAN BREFFNI PARK,3
FERMANAGH,ROSCOMMON,09/02/2013,"NFL, DIV 3 LEAGUE",WIN,2,12,18,2,6,12,BREWSTER PARK,3
SLIGO,ANTRIM,10/02/2013,"NFL, DIV 3 LEAGUE",WIN,1,12,15,0,13,13,MARKIEVICZ PARK,3
WICKLOW,MEATH,10/02/2013,"NFL, DIV 3 LEAGUE",LOSS,0,8,8,0,16,16,AUGHRIM,3
MEATH,CAVAN,02/03/2013,"NFL, DIV 3 LEAGUE",LOSS,1,6,9,0,15,15,PAIRC TAILTEAN,3
FERMANAGH,ANTRIM,02/03/2013,"NFL, DIV 3 LEAGUE",TIE,1,12,15,2,9,15,CASEMENT PARK,3
WICKLOW,ROSCOMMON,03/03/2013,"NFL, DIV 3 LEAGUE",TIE,1,10,13,0,13,13,DR HYDE PARK,3
SLIGO,MONAGHAN,03/03/2013,"NFL, DIV 3 LEAGUE",LOSS,0,7,7,1,12,15,CLONES,3
FERMANAGH,MONAGHAN,09/03/2013,"NFL, DIV 3 LEAGUE",LOSS,0,12,12,0,14,14,BREWSTER PARK,3
SLIGO,CAVAN,10/03/2013,"NFL, DIV 3 LEAGUE",TIE,2,9,15,1,12,15,MARKIEVICZ PARK,3
WICKLOW,ANTRIM,10/03/2013,"NFL, DIV 3 LEAGUE",TIE,2,7,13,1,10,13,AUGHRIM,3
MEATH,ROSCOMMON,10/03/2013,"NFL, DIV 3 LEAGUE",WIN,2,11,17,0,12,12,DR HYDE PARK,3
WICKLOW,MONAGHAN,16/03/2013,"NFL, DIV 3 LEAGUE",LOSS,3,10,19,5,13,28,CLONES,3
ANTRIM,ROSCOMMON,16/03/2013,"NFL, DIV 3 LEAGUE",LOSS,1,6,9,0,11,11,CASEMENT PARK,3
SLIGO,MEATH,16/03/2013,"NFL, DIV 3 LEAGUE",LOSS,2,12,18,1,17,20,PAIRC TAILTEAN,3
FERMANAGH,CAVAN,16/03/2013,"NFL, DIV 3 LEAGUE",WIN,1,12,15,1,10,13,KINGSPAN BREFFNI PARK,3
FERMANAGH,SLIGO,24/03/2013,"NFL, DIV 3 LEAGUE",WIN,0,15,15,0,9,9,BREWSTER PARK,3
WICKLOW,CAVAN,24/03/2013,"NFL, DIV 3 LEAGUE",LOSS,0,11,11,0,14,14,AUGHRIM,3
MONAGHAN,ROSCOMMON,24/03/2013,"NFL, DIV 3 LEAGUE",LOSS,0,7,7,0,8,8,DR HYDE PARK,3
MEATH,ANTRIM,31/03/2013,"NFL, DIV 3 LEAGUE",WIN,1,19,22,0,11,11,CASEMENT PARK,3
ANTRIM,MONAGHAN,07/04/2013,"NFL, DIV 3 LEAGUE",LOSS,0,13,13,3,16,25,CLONES,3
WICKLOW,SLIGO,07/04/2013,"NFL, DIV 3 LEAGUE",LOSS,0,11,11,1,12,15,MARKIEVICZ PARK,3
FERMANAGH,MEATH,07/04/2013,"NFL, DIV 3 LEAGUE",LOSS,0,14,14,2,12,18,PAIRC TAILTEAN,3
ROSCOMMON,CAVAN,07/04/2013,"NFL, DIV 3 LEAGUE",WIN,2,14,20,1,7,10,KINGSPAN BREFFNI PARK,3
MEATH,MONAGHAN,27/04/2013,"NFL, DIV 3 LEAGUE FINAL",LOSS,3,8,17,2,16,22,CROKE PARK,3
CARLOW,TIPPERARY,03/02/2013,"NFL, DIV 4 LEAGUE",WIN,1,14,17,0,16,16,SEMPLE STADIUM,4
LEITRIM,LIMERICK,03/02/2013,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,0,11,11,"GAELIC GROUNDS, LIMERICK",4
WATERFORD,CLARE,03/02/2013,"NFL, DIV 4 LEAGUE",WIN,1,9,12,0,11,11,MILLTOWN,4
LONDON,OFFALY,03/02/2013,"NFL, DIV 4 LEAGUE",LOSS,1,5,8,1,13,16,RUISLIP,4
WATERFORD,TIPPERARY,09/02/2013,"NFL, DIV 4 LEAGUE",WIN,2,8,14,0,9,9,DUNGARVAN,4
OFFALY,LIMERICK,10/02/2013,"NFL, DIV 4 LEAGUE",LOSS,1,8,11,0,12,12,"O CONNOR PARK, TULLAMORE",4
LEITRIM,CLARE,10/02/2013,"NFL, DIV 4 LEAGUE",LOSS,2,8,14,1,14,17,PAIRC SEAN MAC DIRMADA,4
LONDON,CAVAN,16/02/2013,"NFL, DIV 4 LEAGUE",LOSS,1,9,12,0,13,13,DR CULLEN PARK,4
WATERFORD,LIMERICK,02/03/2013,"NFL, DIV 4 LEAGUE",LOSS,0,6,6,0,8,8,DUNGARVAN,4
LONDON,TIPPERARY,03/03/2013,"NFL, DIV 4 LEAGUE",LOSS,1,7,10,2,12,18,SEMPLE STADIUM,4
CARLOW,LEITRIM,03/03/2013,"NFL, DIV 4 LEAGUE",LOSS,0,12,12,1,16,19,DR CULLEN PARK,4
OFFALY,CLARE,03/03/2013,"NFL, DIV 4 LEAGUE",LOSS,2,5,11,0,13,13,"O CONNOR PARK, TULLAMORE",4
CLARE,TIPPERARY,09/03/2013,"NFL, DIV 4 LEAGUE",LOSS,0,10,10,1,13,16,"CUSACK PARK, ENNIS",4
LONDON,WATERFORD,09/03/2013,"NFL, DIV 4 LEAGUE",WIN,0,14,14,1,10,13,RUISLIP,4
CARLOW,LIMERICK,10/03/2013,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,0,10,10,"GAELIC GROUNDS, LIMERICK",4
OFFALY,LEITRIM,10/03/2013,"NFL, DIV 4 LEAGUE",WIN,0,9,9,0,8,8,PAIRC SEAN MAC DIRMADA,4
WATERFORD,LEITRIM,16/03/2013,"NFL, DIV 4 LEAGUE",LOSS,3,7,16,3,14,23,PAIRC SEAN MAC DIRMADA,4
CARLOW,OFFALY,16/03/2013,"NFL, DIV 4 LEAGUE",LOSS,1,11,14,2,11,17,"O CONNOR PARK, TULLAMORE",4
LIMERICK,TIPPERARY,16/03/2013,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,0,15,15,"GAELIC GROUNDS, LIMERICK",4
WATERFORD,OFFALY,24/03/2013,"NFL, DIV 4 LEAGUE",LOSS,1,11,14,2,15,21,CARRIGANORE,4
LONDON,LIMERICK,24/03/2013,"NFL, DIV 4 LEAGUE",LOSS,1,8,11,1,9,12,RUISLIP,4
LEITRIM,TIPPERARY,24/03/2013,"NFL, DIV 4 LEAGUE",LOSS,0,14,14,2,15,21,SEMPLE STADIUM,4
CARLOW,CLARE,24/03/2013,"NFL, DIV 4 LEAGUE",LOSS,0,9,9,1,12,15,DR CULLEN PARK,4
LONDON,CLARE,30/03/2013,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,2,14,20,"CUSACK PARK, ENNIS",4
LONDON,LEITRIM,07/04/2013,"NFL, DIV 4 LEAGUE",LOSS,1,9,12,1,11,14,PAIRC SEAN MAC DIRMADA,4
CARLOW,WATERFORD,07/04/2013,"NFL, DIV 4 LEAGUE",LOSS,0,10,10,0,15,15,DR CULLEN PARK,4
OFFALY,TIPPERARY,07/04/2013,"NFL, DIV 4 LEAGUE",WIN,2,10,16,1,8,11,"O CONNOR PARK, TULLAMORE",4
LIMERICK,CLARE,07/04/2013,"NFL, DIV 4 LEAGUE",WIN,1,13,16,0,10,10,"CUSACK PARK , ENNIS",4
OFFALY,LIMERICK,27/04/2013,NFL. DIV 4 LEAGUE FINAL,LOSS,1,11,14,0,16,16,CROKE PARK,4
TYRONE,CORK,30/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,0,20,20,2,14,20,PAIRC UI RINN,1
WESTMEATH,CORK,02/02/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,0,10,10,0,18,18,PAIRC UI RINN,1
DERRY,DUBLIN,16/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,1,16,19,0,13,13,CELTIC PARK,1
MAYO,DERRY,13/04/2014,"NFL, DIV 1 LEAGUE SEMI FINAL",UNKNOWN,1,16,19,2,15,21,CROKE PARK,1
DERRY,TYRONE,01/02/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,1,15,18,2,12,18,CELTIC PARK,1
CORK,DUBLIN,01/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,1,17,20,0,18,18,CROKE PARK,1
CORK,DUBLIN,13/04/2014,"NFL, DIV 1 LEAGUE SEMI FINAL",UNKNOWN,2,13,19,2,20,26,CROKE PARK,1
KERRY,DUBLIN,01/02/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,1,10,13,2,8,14,CROKE PARK,1
KILDARE,DUBLIN,08/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,1,12,15,1,22,25,CROKE PARK,1
MAYO,DUBLIN,29/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,2,17,23,3,14,23,CROKE PARK,1
KILDARE,MAYO,02/02/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,2,19,25,2,18,24,NEWBRIDGE,1
DOWN,ARMAGH,07/02/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,2,7,13,2,5,11,ATHLETIC GROUNDS,2
LAOIS,ARMAGH,08/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,1,12,15,2,18,24,ATHLETIC GROUNDS,2
KILDARE,TYRONE,02/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,1,21,24,3,16,25,NEWBRIDGE,1
DERRY,KERRY,09/02/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,0,16,16,0,14,14,FITZGERALD STADIUM,1
WESTMEATH,DUBLIN,09/02/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,1,7,10,0,14,14,"CUSACK PARK, MULLINGAR",1
KILDARE,CORK,09/02/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,1,12,15,0,16,16,PAIRC UI RINN,1
MAYO,TYRONE,09/02/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,0,15,15,2,15,21,OMAGH,1
WESTMEATH,DERRY,02/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,0,12,12,3,16,25,CELTIC PARK,1
DERRY,CORK,09/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,3,14,23,2,18,24,PAIRC UI RINN,1
TYRONE,KERRY,09/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,0,9,9,3,15,24,FITZGERALD STADIUM,1
WESTMEATH,MAYO,09/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,3,9,18,2,17,23,"CUSACK PARK, MULLINGAR",1
WESTMEATH,TYRONE,16/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,1,12,15,2,23,29,OMAGH,1
MAYO,CORK,16/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,4,12,24,2,14,20,"ELVERYS MACHALE PARK, CASTLEBAR",1
KILDARE,KERRY,16/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,0,15,15,2,15,21,NEWBRIDGE,1
WESTMEATH,KERRY,30/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,0,13,13,2,15,21,"CUSACK PARK, MULLINGAR",1
KILDARE,DERRY,30/03/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,3,9,18,2,17,23,CELTIC PARK,1
WESTMEATH,KILDARE,07/04/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,0,9,9,1,22,25,NEWBRIDGE,1
MAYO,DERRY,07/04/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,2,12,18,1,7,10,"ELVERYS MACHALE PARK, CASTLEBAR",1
TYRONE,DUBLIN,07/04/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,1,15,18,3,10,19,OMAGH,1
KERRY,CORK,07/04/2014,"NFL, DIV 1 LEAGUE",UNKNOWN,1,11,14,2,18,24,AUSTIN STACK PARK,1
DERRY,DUBLIN,27/04/2014,"NFL, DIV 1 LEAGUE FINAL",UNKNOWN,1,10,13,3,19,28,CROKE PARK,1
DONEGAL,ARMAGH,06/04/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,2,10,16,1,8,11,ATHLETIC GROUNDS,2
MEATH,LOUTH,06/04/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,2,10,16,1,12,15,"GAELIC GROUNDS, DROGHEDA",2
MONAGHAN,GALWAY,06/04/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,0,13,13,0,12,12,CLONES,2
LAOIS,DOWN,06/04/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,1,16,19,2,10,16,O'MOORE PARK,2
DONEGAL,LOUTH,30/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,1,19,22,3,7,16,"FR TIERNEY PARK, BALLYSHANNON",2
LAOIS,MONAGHAN,30/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,0,14,14,0,19,19,CLONES,2
GALWAY,ARMAGH,30/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,2,14,20,1,13,16,TUAM STADIUM,2
MEATH,DOWN,29/03/2014,"NFL, DIV 2 LEAGUE",UNKNOWN,1,14,17,1,11,14,PAIRC TAILTEANN,2
